,PostOfficeName,Pincode,DistrictsName,City,State
21387,Dindroad,431128.0,Beed,Beed,Maharashtra
21388,Dinkarbhai Desai Road,400065.0,Mumbai,Mumbai,Maharashtra
21389,Dinshaw Compound,400036.0,Mumbai,Mumbai,Maharashtra
21390,Dinshaw Master Road,400014.0,Mumbai,Mumbai,Maharashtra
21391,Dinshaw Mulla Road,400020.0,Mumbai,Mumbai,Maharashtra
21392,Dinshaw Petit Marg,400033.0,Mumbai,Mumbai,Maharashtra
21393,Dinshaw Wachha Road,400020.0,Mumbai,Mumbai,Maharashtra
21394,Dipak Wadi,400051.0,Mumbai,Mumbai,Maharashtra
21395,Dipty Society,400101.0,Mumbai,Mumbai,Maharashtra
21396,District Local Board,400080.0,Mumbai,Mumbai,Maharashtra
21397,Diveagal,402404.0,Raigarh,Alibag,Maharashtra
21398,Diwadkarwadi,400004.0,Mumbai,Mumbai,Maharashtra
21399,Dixit Cross Road,400057.0,Mumbai,Mumbai,Maharashtra
21400,Dixit Extension Road,400057.0,Mumbai,Mumbai,Maharashtra
21401,Dixit Road,400057.0,Mumbai,Mumbai,Maharashtra
21402,Dlima Street,400010.0,Mumbai,Mumbai,Maharashtra
21403,Dmello Compound,400055.0,Mumbai,Mumbai,Maharashtra
21404,Dmonte Park Road,400050.0,Mumbai,Mumbai,Maharashtra
21405,Dmonte Street,400050.0,Mumbai,Mumbai,Maharashtra
21406,Dnyan Mandir Road,400028.0,Mumbai,Mumbai,Maharashtra
21407,Dnyaneshwar Mandir Road,400028.0,Mumbai,Mumbai,Maharashtra
21408,Dock Labour Board Colony,400033.0,Mumbai,Mumbai,Maharashtra
21409,Dockyard Road,400010.0,Mumbai,Mumbai,Maharashtra
21410,Dockyard Road Cross Lane,400010.0,Mumbai,Mumbai,Maharashtra
21411,Doka Lane,400002.0,Mumbai,Mumbai,Maharashtra
21412,Dolkar Street,400010.0,Mumbai,Mumbai,Maharashtra
21413,Dombivali Industrial Estate,421203.0,Thane,Thane,Maharashtra
21414,Domestic Quarters Airport,400057.0,Mumbai,Mumbai,Maharashtra
21415,Domnic Colony,400064.0,Mumbai,Mumbai,Maharashtra
21416,Domnic Road,400050.0,Mumbai,Mumbai,Maharashtra
21417,Don Hatti,400004.0,Mumbai,Mumbai,Maharashtra
21418,Dondalicha R S,425408.0,Dhule,Dhule,Maharashtra
21419,Dongaon,443303.0,Buldhana,Buldhana,Maharashtra
21420,Dongarsi Road,400006.0,Mumbai,Mumbai,Maharashtra
21421,Dongre Baug,400028.0,Mumbai,Mumbai,Maharashtra
21422,Dongre Lane,400070.0,Mumbai,Mumbai,Maharashtra
21423,Dongri Cross Lane,400009.0,Mumbai,Mumbai,Maharashtra
21424,Dongri Market,400009.0,Mumbai,Mumbai,Maharashtra
21425,Dontad Cross Lane,400009.0,Mumbai,Mumbai,Maharashtra
21426,Dontad Street,400009.0,Mumbai,Mumbai,Maharashtra
21427,Doshi Wadi,400086.0,Mumbai,Mumbai,Maharashtra
21428,Dpenna Wadi,400028.0,Mumbai,Mumbai,Maharashtra
21429,Dr A.B.Road,400018.0,Mumbai,Mumbai,Maharashtra
21430,Dr Ambedkar Cross Road,400017.0,Mumbai,Mumbai,Maharashtra
21431,Dr Ambedkar Marg,402404.0,Raigarh,Alibag,Maharashtra
21432,Dr Ambedkar Road,400080.0,Mumbai,Mumbai,Maharashtra
21433,Dr Anand Rao L.Nair Road,400008.0,Mumbai,Mumbai,Maharashtra
21434,Dr Anandao Nair Road,400011.0,Mumbai,Mumbai,Maharashtra
21435,Dr Anne Besant Roadd,400018.0,Mumbai,Mumbai,Maharashtra
21436,Dr Atmaram Merchant Road,400002.0,Mumbai,Mumbai,Maharashtra
21437,Dr Atmaram Ramachandra Road,400007.0,Mumbai,Mumbai,Maharashtra
21438,Dr Babasaheb Ambedkar Road,400012.0,Mumbai,Mumbai,Maharashtra
21439,Dr Babasaheb Ambedkar Road,400014.0,Mumbai,Mumbai,Maharashtra
21440,Dr Babasaheb Ambedkar Road,400019.0,Mumbai,Mumbai,Maharashtra
21441,Dr Babasaheb Ambedkar Road,400027.0,Mumbai,Mumbai,Maharashtra
21442,Dr Babasaheb Ambedkar Road,400033.0,Mumbai,Mumbai,Maharashtra
21443,Dr Babasaheb Ambedkar Road,400052.0,Mumbai,Mumbai,Maharashtra
21444,Dr Babasaheb Jaykar Marg,400002.0,Mumbai,Mumbai,Maharashtra
21445,Dr Batliwala Road,400012.0,Mumbai,Mumbai,Maharashtra
21446,Dr Bhagwanlal Indraji Road,400006.0,Mumbai,Mumbai,Maharashtra
21447,Dr Bhajekar Street,400004.0,Mumbai,Mumbai,Maharashtra
21448,Dr Bhalerao Marg,400004.0,Mumbai,Mumbai,Maharashtra
21449,Dr Bhalerao Marg,400008.0,Mumbai,Mumbai,Maharashtra
21450,Dr Bhatarvdekar Wadi,400004.0,Mumbai,Mumbai,Maharashtra
21451,Dr Cawasji Hormusji Street,400002.0,Mumbai,Mumbai,Maharashtra
21452,Dr Choitram P Gidwani Rd,400071.0,Mumbai,Mumbai,Maharashtra
21453,Dr Compound,400012.0,Mumbai,Mumbai,Maharashtra
21454,Dr D.D.Sathe Marg,400004.0,Mumbai,Mumbai,Maharashtra
21455,Dr Dadabhoy Nawroji Road,400001.0,Mumbai,Mumbai,Maharashtra
21456,Dr Dadasaheb Bhadkamkar M,400004.0,Mumbai,Mumbai,Maharashtra
21457,Dr Dadasaheb Bhadkamkar M,400007.0,Mumbai,Mumbai,Maharashtra
21458,Dr Dalvi Road,400067.0,Mumbai,Mumbai,Maharashtra
21459,Dr Deshmukh Lane,400004.0,Mumbai,Mumbai,Maharashtra
21460,Dr Dhamaji Plors,400077.0,Mumbai,Mumbai,Maharashtra
21461,Dr Dinshaw Dastur Wadi,400014.0,Mumbai,Mumbai,Maharashtra
21462,Dr Dinshaw Master Road,400014.0,Mumbai,Mumbai,Maharashtra
21463,Dr Dmonte Wadi,400050.0,Mumbai,Mumbai,Maharashtra
21464,Dr Dsilva Road,400028.0,Mumbai,Mumbai,Maharashtra
21465,Dr Dsilva Wadi,400016.0,Mumbai,Mumbai,Maharashtra
21466,Dr E.Mozes Road,400011.0,Mumbai,Mumbai,Maharashtra
21467,Dr E.Mozes Road,400018.0,Mumbai,Mumbai,Maharashtra
21468,Dr E.Mozes Road,400027.0,Mumbai,Mumbai,Maharashtra
21469,Dr G.M.Bhosle Marg,400018.0,Mumbai,Mumbai,Maharashtra
21470,Dr Gajanan D. Purandare M,400007.0,Mumbai,Mumbai,Maharashtra
21471,Dr Gajanan Dharmaji Dande,400016.0,Mumbai,Mumbai,Maharashtra
21472,Dr Ghanti Road,400014.0,Mumbai,Mumbai,Maharashtra
21473,Dr Gilder Compound,400026.0,Mumbai,Mumbai,Maharashtra
21474,Dr Gopalrac Deshmukh Marg,400026.0,Mumbai,Mumbai,Maharashtra
21475,Dr Gopalrao Deshmukh Marg,400026.0,Mumbai,Mumbai,Maharashtra
21476,Dr Gopalrao Deshmukh Marg,400036.0,Mumbai,Mumbai,Maharashtra
21477,Dr Homi Bhabha Road,400005.0,Mumbai,Mumbai,Maharashtra
21478,Dr Jawale Wadi,400008.0,Mumbai,Mumbai,Maharashtra
21479,Dr K.A.Hamid Chowk,400008.0,Mumbai,Mumbai,Maharashtra
21480,Dr Karanjia Road,400099.0,Mumbai,Mumbai,Maharashtra
21481,Dr Kashibai Navrange Marg,400008.0,Mumbai,Mumbai,Maharashtra
21482,Dr Leela Melville Marg,400010.0,Mumbai,Mumbai,Maharashtra
21483,Dr M.B.Raut Road,400028.0,Mumbai,Mumbai,Maharashtra
21484,Dr M.B.Velkar Street,400002.0,Mumbai,Mumbai,Maharashtra
21485,Dr M.C.Javle Marg,400028.0,Mumbai,Mumbai,Maharashtra
21486,Dr M.S.Prabhu Chowk,400026.0,Mumbai,Mumbai,Maharashtra
21487,Dr Maheshwari Road,400009.0,Mumbai,Mumbai,Maharashtra
21488,Dr Manubhai P.Vaidya Marg,400077.0,Mumbai,Mumbai,Maharashtra
21489,Dr Mascarenhas Road,400010.0,Mumbai,Mumbai,Maharashtra
21490,Dr Mitrasen G. Mahimture,400004.0,Mumbai,Mumbai,Maharashtra
21491,Dr Mohamed Iqbal Chowk,400008.0,Mumbai,Mumbai,Maharashtra
21492,Dr N.A.Purandare Road,400007.0,Mumbai,Mumbai,Maharashtra
21493,Dr N.B.Parulekar Marg,400025.0,Mumbai,Mumbai,Maharashtra
21494,Dr N.Singh Road,400010.0,Mumbai,Mumbai,Maharashtra
21495,Dr Nagindas Shah Marg,400002.0,Mumbai,Mumbai,Maharashtra
21496,Dr P.G.Solanki Path,400007.0,Mumbai,Mumbai,Maharashtra
21497,Dr Rajabali Patel Road,400026.0,Mumbai,Mumbai,Maharashtra
21498,Dr Rajendra Prasad Road,400080.0,Mumbai,Mumbai,Maharashtra
21499,Dr S.S.Rao Road,400012.0,Mumbai,Mumbai,Maharashtra
21500,Dr Shahir Gali,400026.0,Mumbai,Mumbai,Maharashtra
21501,Dr Shamprasad Mukarji Cho,400039.0,Mumbai,Mumbai,Maharashtra
21502,Dr Shirodkar Road,400012.0,Mumbai,Mumbai,Maharashtra
21503,Dr Subash Cross Lane,400004.0,Mumbai,Mumbai,Maharashtra
21504,Dr V.B.Gandhi Marg,400023.0,Mumbai,Mumbai,Maharashtra
21505,Dr V.Raghunath Marg,400050.0,Mumbai,Mumbai,Maharashtra
21506,Dr Vaigas Wadi,400016.0,Mumbai,Mumbai,Maharashtra
21507,Dr Vasant J.Rath Marg,400016.0,Mumbai,Mumbai,Maharashtra
21508,Dr Vigas Street,400002.0,Mumbai,Mumbai,Maharashtra
21509,Dr Vikram Sarabhai Bridge,400006.0,Mumbai,Mumbai,Maharashtra
21510,Dr Wilsen Street,400004.0,Mumbai,Mumbai,Maharashtra
21511,Dr Wilson Street,400004.0,Mumbai,Mumbai,Maharashtra
21512,Ds S,400003.0,Mumbai,Mumbai,Maharashtra
21513,Dsilva Road,400028.0,Mumbai,Mumbai,Maharashtra
21514,Dsilva Wadi,400025.0,Mumbai,Mumbai,Maharashtra
21515,Dsilva Wadi,400068.0,Mumbai,Mumbai,Maharashtra
21516,Dsouza Street Cross Lane,400003.0,Mumbai,Mumbai,Maharashtra
21517,Dubash Estate Lane,400005.0,Mumbai,Mumbai,Maharashtra
21518,Dubash Lane 1St & 2Nd,400004.0,Mumbai,Mumbai,Maharashtra
21519,Dubash Market,400002.0,Mumbai,Mumbai,Maharashtra
21520,Dudh Gally,400001.0,Mumbai,Mumbai,Maharashtra
21521,Dudhani,413220.0,Sholapur,Dudhani,Maharashtra
21522,Dudhganga Nagar,416231.0,Kolhapur,Kolhapur,Maharashtra
21523,Dudhgaon,416315.0,Sangli,Sangli,Maharashtra
21524,Dudhna Industrial Estate,400068.0,Mumbai,Mumbai,Maharashtra
21525,Dukkar Bazar,400002.0,Mumbai,Mumbai,Maharashtra
21526,Dumayne Road,400005.0,Mumbai,Mumbai,Maharashtra
21527,Duncan Cross Road 1St,400008.0,Mumbai,Mumbai,Maharashtra
21528,Duncan Cross Road 2Nd,400003.0,Mumbai,Mumbai,Maharashtra
21529,Duncan Rd Cross Lane,400004.0,Mumbai,Mumbai,Maharashtra
21530,Dundge,416501.0,Kolhapur,Kolhapur,Maharashtra
21531,Dunga Nagar,400060.0,Mumbai,Mumbai,Maharashtra
21532,Dungarwadi,400036.0,Mumbai,Mumbai,Maharashtra
21533,Dungri Muncipal Market,400009.0,Mumbai,Mumbai,Maharashtra
21534,Dunkirk Line,411014.0,Pune,Pune,Maharashtra
21535,Durgadevi Street,400004.0,Mumbai,Mumbai,Maharashtra
21536,Durgadevi Udyan,400004.0,Mumbai,Mumbai,Maharashtra
21537,Durgwada,444112.0,Akola,Akola,Maharashtra
21538,Dusarbid,443308.0,Buldhana,Buldhana,Maharashtra
21539,Dusk Lane,400006.0,Mumbai,Mumbai,Maharashtra
21540,Duxbury Lane,400005.0,Mumbai,Mumbai,Maharashtra
21541,Duxbury Ward,400102.0,Mumbai,Mumbai,Maharashtra
21542,Dwarkadas Cross Lane,400001.0,Mumbai,Mumbai,Maharashtra
21543,Dwarkadas Street,400001.0,Mumbai,Mumbai,Maharashtra
21544,Dwarkesh Galli,400002.0,Mumbai,Mumbai,Maharashtra
21545,E.N.T.Municipal Hospital,400001.0,Mumbai,Mumbai,Maharashtra
21546,E.Road,400020.0,Mumbai,Mumbai,Maharashtra
21547,E.S.I.Corporation Hospita,400101.0,Mumbai,Mumbai,Maharashtra
21548,E.S.Patanwala Cross Road,400033.0,Mumbai,Mumbai,Maharashtra
21549,E.S.Patanwala Marg,400027.0,Mumbai,Mumbai,Maharashtra
21550,E.S.Patanwala Marg,400033.0,Mumbai,Mumbai,Maharashtra
21551,Earnest House,400021.0,Mumbai,Mumbai,Maharashtra
21552,Earth Stn,412415.0,Pune,Pune,Maharashtra
21553,East Gavthan,400057.0,Mumbai,Mumbai,Maharashtra
21554,East Gross Lane,400054.0,Mumbai,Mumbai,Maharashtra
21555,Eastern Express Highway Road,400022.0,Mumbai,Mumbai,Maharashtra
21556,Ebrahim Mohmed Merchant Road,400003.0,Mumbai,Mumbai,Maharashtra
21557,Ebrahim Mohmed Merchant Road,400009.0,Mumbai,Mumbai,Maharashtra
21558,Ebrahim Rahimutulla Road,400003.0,Mumbai,Mumbai,Maharashtra
21559,Edalabad,425306.0,Jalgaon,Jalgaon,Maharashtra
21560,Eknath Balaji Wadi,400028.0,Mumbai,Mumbai,Maharashtra
21561,Eksar Madian,400051.0,Mumbai,Mumbai,Maharashtra
21562,Eksar Road,400092.0,Mumbai,Mumbai,Maharashtra
21563,Eksar Village,400103.0,Mumbai,Mumbai,Maharashtra
21564,Ellova,431102.0,Aurangabad,Aurangabad,Maharashtra
21565,Elphanta Island,400001.0,Mumbai,Mumbai,Maharashtra
21566,Elphinstone Bridge Cross,400009.0,Mumbai,Mumbai,Maharashtra
21567,Elphinstone College,400032.0,Mumbai,Mumbai,Maharashtra
21568,Elphistone Market,400012.0,Mumbai,Mumbai,Maharashtra
21569,Embassy Centre,400021.0,Mumbai,Mumbai,Maharashtra
21570,Engineering College,431102.0,Aurangabad,Aurangabad,Maharashtra
21571,Engineering College Nag,440011.0,Nagpur,Nagpur,Maharashtra
21572,Eqphrates Avenue,400005.0,Mumbai,Mumbai,Maharashtra
21573,Erandol,425109.0,Jalgaon,Erandol,Maharashtra
21574,Erukshaw Hakim Road,400007.0,Mumbai,Mumbai,Maharashtra
21575,Essaji Street,400003.0,Mumbai,Mumbai,Maharashtra
21576,Esso Nagar East & West,400074.0,Mumbai,Mumbai,Maharashtra
21577,Ex Serviceman,411038.0,Pune,Pune,Maharashtra
21578,Excel Estate,400062.0,Mumbai,Mumbai,Maharashtra
21579,Express Towers,400021.0,Mumbai,Mumbai,Maharashtra
21580,Express Wadi,400028.0,Mumbai,Mumbai,Maharashtra
21581,F C I Bombay,400074.0,Mumbai,Mumbai,Maharashtra
21582,F C I Mahul Road,400074.0,Mumbai,Mumbai,Maharashtra
21583,F.C.I.Colony,400074.0,Mumbai,Mumbai,Maharashtra
21584,F.Road,400020.0,Mumbai,Mumbai,Maharashtra
21585,Fabrican Industrial Estat,400054.0,Mumbai,Mumbai,Maharashtra
21586,Factory Lane,400092.0,Mumbai,Mumbai,Maharashtra
21587,Fagna,424301.0,Dhule,Dhule,Maharashtra
21588,Faizpur,425503.0,Jalgaon,Faizpur,Maharashtra
21589,Fakir Shet Wadi,400025.0,Mumbai,Mumbai,Maharashtra
21590,Falkand Bridge,400034.0,Mumbai,Mumbai,Maharashtra
21591,Faridnagar,400078.0,Mumbai,Mumbai,Maharashtra
21592,Farook Oomerbhoy Path,400011.0,Mumbai,Mumbai,Maharashtra
21593,Faruk Omar Palk Marg,400008.0,Mumbai,Mumbai,Maharashtra
21594,Fateha Bad,431124.0,Beed,Beed,Maharashtra
21595,Fatoo Sheth Tabela,400008.0,Mumbai,Mumbai,Maharashtra
21596,Fattar Bandar,400038.0,Mumbai,Mumbai,Maharashtra
21597,Fattepur,424208.0,Jalgaon,Jalgaon,Maharashtra
21598,Fazal Road,400005.0,Mumbai,Mumbai,Maharashtra
21599,Feet Road,400016.0,Mumbai,Mumbai,Maharashtra
21600,Fer Bundar Road,400033.0,Mumbai,Mumbai,Maharashtra
21601,Fernandez Street,400057.0,Mumbai,Mumbai,Maharashtra
21602,Fernandez Wadi,400028.0,Mumbai,Mumbai,Maharashtra
21603,Fidar Baug,400058.0,Mumbai,Mumbai,Maharashtra
21604,Film Centre,400034.0,Mumbai,Mumbai,Maharashtra
21605,Film Nagar,400018.0,Mumbai,Mumbai,Maharashtra
21606,Firdosh Building,400029.0,Mumbai,Mumbai,Maharashtra
21607,Firdoshi Road,400014.0,Mumbai,Mumbai,Maharashtra
21608,Fire Bridgade,400079.0,Mumbai,Mumbai,Maharashtra
21609,Fire Brigade,400079.0,Mumbai,Mumbai,Maharashtra
21610,Fire Brigade Bus Termin,400079.0,Mumbai,Mumbai,Maharashtra
21611,Firozara,400021.0,Mumbai,Mumbai,Maharashtra
21612,First Avenue,400033.0,Mumbai,Mumbai,Maharashtra
21613,Fish Market Lane,400002.0,Mumbai,Mumbai,Maharashtra
21614,Fitwalia Chawl,400008.0,Mumbai,Mumbai,Maharashtra
21615,Fitwalia Compound Pipe Rd,400070.0,Mumbai,Mumbai,Maharashtra
21616,Fitwalia Road 1 To 8,400013.0,Mumbai,Mumbai,Maharashtra
21617,Five Bunglow,400059.0,Mumbai,Mumbai,Maharashtra
21618,Five Gardens,400014.0,Mumbai,Mumbai,Maharashtra
21619,Forject Hill Cross Lane,400036.0,Mumbai,Mumbai,Maharashtra
21620,Forjeet Hill Road,400036.0,Mumbai,Mumbai,Maharashtra
21621,Forman Nagar,400052.0,Mumbai,Mumbai,Maharashtra
21622,Forsbery Road West,400033.0,Mumbai,Mumbai,Maharashtra
21623,Fort Market,400001.0,Mumbai,Mumbai,Maharashtra
21624,Fort Road,400016.0,Mumbai,Mumbai,Maharashtra
21625,Fort Road,400031.0,Mumbai,Mumbai,Maharashtra
21626,Fort Street,400001.0,Mumbai,Mumbai,Maharashtra
21627,Fosbery Road,400015.0,Mumbai,Mumbai,Maharashtra
21628,Four Bungalow,400058.0,Mumbai,Mumbai,Maharashtra
21629,Framji Avenue,400033.0,Mumbai,Mumbai,Maharashtra
21630,Francis Avenue,400054.0,Mumbai,Mumbai,Maharashtra
21631,Francis Road,400050.0,Mumbai,Mumbai,Maharashtra
21632,Francis Wadi,400060.0,Mumbai,Mumbai,Maharashtra
21633,Frank Dmello Compound,400058.0,Mumbai,Mumbai,Maharashtra
21634,French Bridge Low Level,400007.0,Mumbai,Mumbai,Maharashtra
21635,Frerc Bridge,400007.0,Mumbai,Mumbai,Maharashtra
21636,Friends Colony,400078.0,Mumbai,Mumbai,Maharashtra
21637,Friends Society Road,400060.0,Mumbai,Mumbai,Maharashtra
21638,Ful Galley,400002.0,Mumbai,Mumbai,Maharashtra
21639,Ful Galli,400003.0,Mumbai,Mumbai,Maharashtra
21640,Ful Singh Naik,445216.0,Yeotamal,Yeotamal,Maharashtra
21641,Furniture Bazar,400003.0,Mumbai,Mumbai,Maharashtra
21642,Furus,415710.0,Ratnagiri,Ratnagiri,Maharashtra
21643,Futch Baug,400067.0,Mumbai,Mumbai,Maharashtra
21644,Futka Talav,400031.0,Mumbai,Mumbai,Maharashtra
21645,G B Pant Road,400077.0,Mumbai,Mumbai,Maharashtra
21646,G Chavan Chowk,400025.0,Mumbai,Mumbai,Maharashtra
21647,G D Ambedkar Marg,400033.0,Mumbai,Mumbai,Maharashtra
21648,G D Ambekar Marg,400012.0,Mumbai,Mumbai,Maharashtra
21649,G D Somani Marg,400005.0,Mumbai,Mumbai,Maharashtra
21650,G Dambekar Road,400031.0,Mumbai,Mumbai,Maharashtra
21651,G G S Marg Mulund Colony,400082.0,Mumbai,Mumbai,Maharashtra
21652,G I Marg,400057.0,Mumbai,Mumbai,Maharashtra
21653,G I P Store Lane,400013.0,Mumbai,Mumbai,Maharashtra
21654,G J Bhosle Marg,400039.0,Mumbai,Mumbai,Maharashtra
21655,G S College Khamgaon,444312.0,Buldhana,Buldhana,Maharashtra
21656,G T Hospital,400001.0,Mumbai,Mumbai,Maharashtra
21657,G V D P Chowk,400004.0,Mumbai,Mumbai,Maharashtra
21658,G V Scheme,400019.0,Mumbai,Mumbai,Maharashtra
21659,G V Scheme Road,400081.0,Mumbai,Mumbai,Maharashtra
21660,G Ward,400102.0,Mumbai,Mumbai,Maharashtra
21661,Gadchiroli,442605.0,Chandrapur,Gadchiroli,Maharashtra
21662,Gadga,431722.0,Nanded,Nanded,Maharashtra
21663,Gadhi,444709.0,Amraoti,Amraoti,Maharashtra
21664,Gadi Adda,400015.0,Mumbai,Mumbai,Maharashtra
21665,Gafurkhan Estate,400070.0,Mumbai,Mumbai,Maharashtra
21666,Gahuli,445212.0,Yeotamal,Yeotamal,Maharashtra
21667,Gaibansha Durgah,400086.0,Mumbai,Mumbai,Maharashtra
21668,Gaigali,400004.0,Mumbai,Mumbai,Maharashtra
21669,Gaimuch Nande,441116.0,Nagpur,Nagpur,Maharashtra
21670,Gaiwadi,400002.0,Mumbai,Mumbai,Maharashtra
21671,Gaiwadi,400004.0,Mumbai,Mumbai,Maharashtra
21672,Gaiwadi,400028.0,Mumbai,Mumbai,Maharashtra
21673,Gajanan Building,400062.0,Mumbai,Mumbai,Maharashtra
21674,Gajanan Colony,400062.0,Mumbai,Mumbai,Maharashtra
21675,Gajanan D Joshi H School,400101.0,Mumbai,Mumbai,Maharashtra
21676,Gajananpuri,400028.0,Mumbai,Mumbai,Maharashtra
21677,Gala Industrial Estate,400080.0,Mumbai,Mumbai,Maharashtra
21678,Galliakotwala Lane,400074.0,Mumbai,Mumbai,Maharashtra
21679,Gamadia Colony,400007.0,Mumbai,Mumbai,Maharashtra
21680,Gamadia Comp,400034.0,Mumbai,Mumbai,Maharashtra
21681,Gamadia Road,400009.0,Mumbai,Mumbai,Maharashtra
21682,Gamadia Road,400026.0,Mumbai,Mumbai,Maharashtra
21683,Gamadia Road,400038.0,Mumbai,Mumbai,Maharashtra
21684,Gamdevi,400007.0,Mumbai,Mumbai,Maharashtra
21685,Gamdevi Road,400007.0,Mumbai,Mumbai,Maharashtra
21686,Ganapatipule,415622.0,Ratnagiri,Ratnagiri,Maharashtra
21687,Gandgaon,413406.0,Sholapur,Sholapur,Maharashtra
21688,Gandhi Bhavan,400021.0,Mumbai,Mumbai,Maharashtra
21689,Gandhi Cloth Market,400022.0,Mumbai,Mumbai,Maharashtra
21690,Gandhi Gram,400049.0,Mumbai,Mumbai,Maharashtra
21691,Gandhi Gram Road,400054.0,Mumbai,Mumbai,Maharashtra
21692,Gandhi N Zopadpati,400060.0,Mumbai,Mumbai,Maharashtra
21693,Gandhi Nagar,444004.0,Akola,Akola,Maharashtra
21694,Gandhi Nagar,416119.0,Kolhapur,Kolhapur,Maharashtra
21695,Gandhi Nagar,400018.0,Mumbai,Desaiganj (Vadasa),Maharashtra
21696,Gandhi Nagar,400067.0,Mumbai,Mumbai,Maharashtra
21697,Gandhi Nagar,400076.0,Mumbai,Mumbai,Maharashtra
21698,Gandhi Nagar,400086.0,Mumbai,Desaiganj (Vadasa),Maharashtra
21699,Gandhi Nagar,400093.0,Mumbai,Desaiganj (Vadasa),Maharashtra
21700,Gandhi Nagar,431706.0,Nanded,Nanded,Maharashtra
21701,Gandhi Nagar Marg,400102.0,Mumbai,Mumbai,Maharashtra
21702,Gandhi Nagar Zopadpatti,400013.0,Mumbai,Mumbai,Maharashtra
21703,Gandhi Road,400054.0,Mumbai,Mumbai,Maharashtra
21704,Gandhinglaj,416502.0,Kolhapur,Kolhapur,Maharashtra
21705,Ganesh B Lane,400070.0,Mumbai,Mumbai,Maharashtra
21706,Ganesh Baug,400019.0,Mumbai,Mumbai,Maharashtra
21707,Ganesh Baug,400081.0,Mumbai,Mumbai,Maharashtra
21708,Ganesh Galli,400012.0,Mumbai,Mumbai,Maharashtra
21709,Ganesh Gawde Road,400080.0,Mumbai,Mumbai,Maharashtra
21710,Ganesh Ghat,400068.0,Mumbai,Mumbai,Maharashtra
21711,Ganesh H P Marg,400011.0,Mumbai,Mumbai,Maharashtra
21712,Ganesh Lane,400005.0,Mumbai,Mumbai,Maharashtra
21713,Ganesh Nagar,400067.0,Mumbai,Mumbai,Maharashtra
21714,Ganesh Nagar,400078.0,Mumbai,Mumbai,Maharashtra
21715,Ganesh Nagar Zopadpatti,400037.0,Mumbai,Mumbai,Maharashtra
21716,Ganesh Peth Lane,400028.0,Mumbai,Mumbai,Maharashtra
21717,Ganesh Wadi,400004.0,Mumbai,Mumbai,Maharashtra
21718,Ganesh Wadi 1St & 2Nd,400002.0,Mumbai,Mumbai,Maharashtra
21719,Ganesh Wadi Jogeshwari,400060.0,Mumbai,Mumbai,Maharashtra
21720,Ganesh Wadi T P Lane,400028.0,Mumbai,Mumbai,Maharashtra
21721,Ganeshkhind,411007.0,Pune,Pune,Maharashtra
21722,Ganeshpuri,401206.0,Thane,Thane,Maharashtra
21723,Ganeshwadi,416105.0,Kolhapur,Kolhapur,Maharashtra
21724,Ganga Bawada,416206.0,Kolhapur,Kolhapur,Maharashtra
21725,Ganga Bawdi Police Line,400010.0,Mumbai,Mumbai,Maharashtra
21726,Ganga Bawdi Road,400010.0,Mumbai,Mumbai,Maharashtra
21727,Ganga Das Wadi,400007.0,Mumbai,Mumbai,Maharashtra
21728,Ganga Nagar,416116.0,Kolhapur,Kolhapur,Maharashtra
21729,Gangakhed,431514.0,Parbhani,Gangakhed,Maharashtra
21730,Gangapur,431109.0,Aurangabad,Gangapur,Maharashtra
21731,Gangaram Kamathi Chawls,400013.0,Mumbai,Mumbai,Maharashtra
21732,Gangaram Parab Marg,400068.0,Mumbai,Mumbai,Maharashtra
21733,Gangawadi,400086.0,Mumbai,Mumbai,Maharashtra
21734,Ganjad,401608.0,Thane,Thane,Maharashtra
21735,Ganjawalla Lane,400092.0,Mumbai,Mumbai,Maharashtra
21736,Ganpat J Marg,400018.0,Mumbai,Mumbai,Maharashtra
21737,Ganpat M N Marg,400012.0,Mumbai,Mumbai,Maharashtra
21738,Ganpat Patil Road,400068.0,Mumbai,Mumbai,Maharashtra
21739,Ganpat Wadi,400025.0,Mumbai,Mumbai,Maharashtra
21740,Ganpatrao K Marg,400018.0,Mumbai,Mumbai,Maharashtra
21741,Gaodevi,400055.0,Mumbai,Mumbai,Maharashtra
21742,Gaodevi,400078.0,Mumbai,Mumbai,Maharashtra
21743,Gaodevi,400086.0,Mumbai,Mumbai,Maharashtra
21744,Gaodevi Road,400067.0,Mumbai,Mumbai,Maharashtra
21745,Gaodevi Road,400078.0,Mumbai,Mumbai,Maharashtra
21746,Gaonkar Nagar,400028.0,Mumbai,Mumbai,Maharashtra
21747,Gaonkar Wadi,400025.0,Mumbai,Mumbai,Maharashtra
21748,Gaothan,400049.0,Mumbai,Mumbai,Maharashtra
21749,Gaothan,400068.0,Mumbai,Mumbai,Maharashtra
21750,Gaothan Lanes 1St & 2Nd,400049.0,Mumbai,Mumbai,Maharashtra
21751,Garam Khada,400012.0,Mumbai,Mumbai,Maharashtra
21752,Garden Bridge Road,400027.0,Mumbai,Mumbai,Maharashtra
21753,Garden Colony Road,400058.0,Mumbai,Mumbai,Maharashtra
21754,Garden Homes,400052.0,Mumbai,Mumbai,Maharashtra
21755,Garden Road,400039.0,Mumbai,Mumbai,Maharashtra
21756,Gardinagar,400028.0,Mumbai,Mumbai,Maharashtra
21757,Gargoti,416209.0,Kolhapur,Kolhapur,Maharashtra
